"item","itemLabel","itemDescription"
"http://www.wikidata.org/entity/Q97103941","Thomas Arthur Robertson","American, 1911–1976"
"http://www.wikidata.org/entity/Q97102423","Hans Mangelsdorf","American, active c. 1935"
"http://www.wikidata.org/entity/Q107166963","Frank Rampolla","American artist"
"http://www.wikidata.org/entity/Q41554","Nicolas Poussin","French painter (1594-1665)"
"http://www.wikidata.org/entity/Q100250111","Leon Hicks","artist"
"http://www.wikidata.org/entity/Q121360","Johann Balthasar Keller","Goldsmith and cannon maker (1638-1702)"
"http://www.wikidata.org/entity/Q107539957","Hans Jelinek","American artist"
"http://www.wikidata.org/entity/Q126074","Richard Lindner","American-German painter, 1901-1978"
"http://www.wikidata.org/entity/Q5669","Sandro Botticelli","Italian painter (1445-1510)"
"http://www.wikidata.org/entity/Q546952","Pierre Mac Orlan","French writer"
"http://www.wikidata.org/entity/Q569021","Bram van Velde","Dutch painter (1895-1981)"
"http://www.wikidata.org/entity/Q555442","F. Holland Day","American photographer"
"http://www.wikidata.org/entity/Q473773","David Low","British (Australasian) cartoonist (1891-1963)"
"http://www.wikidata.org/entity/Q567366","William Wegman","American photographer"
"http://www.wikidata.org/entity/Q546461","Joan Grant","English author (1907-1989)"
"http://www.wikidata.org/entity/Q497712","Andreas Gursky","German artist and photographer"
"http://www.wikidata.org/entity/Q503575","Cesare Nebbia","Italian painter (1536-1614)"
"http://www.wikidata.org/entity/Q394508","Agnes E. Meyer","American journalist and art collector (1887-1970)"
"http://www.wikidata.org/entity/Q374111","Antonio Zucchi","Italian painter (1726-1795)"
"http://www.wikidata.org/entity/Q632656","George Rickey","American sculptor"
"http://www.wikidata.org/entity/Q518922","Doris Lee","American painter, printmaker and muralist (1905-1983)"
"http://www.wikidata.org/entity/Q377375","Master of Saint Francis","Italian painter"
"http://www.wikidata.org/entity/Q385415","Jean-Jacques Lebel","French painter"
"http://www.wikidata.org/entity/Q477709","Auguste-Rosalie Bisson","French photographer"
"http://www.wikidata.org/entity/Q446519","Horst Antes","German artist"
"http://www.wikidata.org/entity/Q458521","Cecily Brown","British artist"
"http://www.wikidata.org/entity/Q458981","Berno of Reichenau","German abbot"
"http://www.wikidata.org/entity/Q440369","Maurice Denis","French painter (1870—1943)"
"http://www.wikidata.org/entity/Q540753","Paul Bril","Flemish painter"
"http://www.wikidata.org/entity/Q551695","Domenico Fetti","Italian painter"
"http://www.wikidata.org/entity/Q551417","Guillaume Duchenne de Boulogne","French neurologist"
"http://www.wikidata.org/entity/Q437594","Thomas Bewick","English engraver and natural history author (1753-1828)"
"http://www.wikidata.org/entity/Q621994","Alexandre Calame","Swiss painter (1810-1864)"
"http://www.wikidata.org/entity/Q615161","Sanford Robinson Gifford","American painter (1823–1880)"
"http://www.wikidata.org/entity/Q425373","Jacques Cazotte","French writer"
"http://www.wikidata.org/entity/Q685519","Johann Christian Brand","Austrian painter and engraver"
"http://www.wikidata.org/entity/Q376062","Sigmar Polke","German artist (1941-2010)"
"http://www.wikidata.org/entity/Q369776","David Roberts","Scottish painter (1796-1864)"
"http://www.wikidata.org/entity/Q433128","Edward S. Curtis","American photographer (1868-1952)"
"http://www.wikidata.org/entity/Q382329","Jacques-Henri Lartigue","French photographer and painter"
"http://www.wikidata.org/entity/Q465126","David Hare","American artist (1917-1992)"
"http://www.wikidata.org/entity/Q449156","Alvin Langdon Coburn","American photographer"
"http://www.wikidata.org/entity/Q436782","Susan Rothenberg","American artist (1945-2020)"
"http://www.wikidata.org/entity/Q505134","Antoine Coysevox","sculptor from France"
"http://www.wikidata.org/entity/Q469934","Joan Mitchell","American painter (1925-1992)"
"http://www.wikidata.org/entity/Q379931","Pierre Reverdy","French poet (1889-1960)"
"http://www.wikidata.org/entity/Q587078","Antoine Vollon","French painter (1833-1900)"
"http://www.wikidata.org/entity/Q443732","Hanne Darboven","German artist (1941-2009)"
"http://www.wikidata.org/entity/Q529591","Anthony Caro","English abstract sculptor (1924-2013)"
"http://www.wikidata.org/entity/Q586141","Stephen Shore","American photographer"
"http://www.wikidata.org/entity/Q495060","Andrea Schiavone","Italian painter (1510-1563)"
"http://www.wikidata.org/entity/Q607495","Giuseppe De Nittis","Italian painter (1846-1884)"
"http://www.wikidata.org/entity/Q638589","John Skelton","English poet and tutor (1463-1529)"
"http://www.wikidata.org/entity/Q370800","Ferdinand Schmutzer","Austrian photographer (1870-1928)"
"http://www.wikidata.org/entity/Q376691","Charles Joseph Hullmandel","British lithographer of French descent (1789-1850)"
"http://www.wikidata.org/entity/Q381299","Louis-Michel van Loo","French painter (1707-1771)"
"http://www.wikidata.org/entity/Q386500","Antonio Balestra","Italian painter (1666-1740)"
"http://www.wikidata.org/entity/Q507825","Hans Sebald Beham","German artist (1500-1550)"
"http://www.wikidata.org/entity/Q432266","Willem van de Velde the Younger","Dutch painter (1633-1707)"
"http://www.wikidata.org/entity/Q433804","Pieter Jansz. Saenredam","painter of the Dutch Golden Age (1597-1665)"
"http://www.wikidata.org/entity/Q434533","Erik Dahlbergh","Swedish count, army officer, architect and official (1625-1703)"
"http://www.wikidata.org/entity/Q445065","César Baldaccini","French sculptor (1921-1998)"
"http://www.wikidata.org/entity/Q454705","Lola Álvarez Bravo","Mexican photographer (1903–1993)"
"http://www.wikidata.org/entity/Q455070","Lothar Baumgarten","German artist (1944-2018)"
"http://www.wikidata.org/entity/Q459648","Piero Dorazio","Italian painter (1927-2005)"
"http://www.wikidata.org/entity/Q460061","Herbert Edward Read","English anarchist, poet, and critic of literature and art"
"http://www.wikidata.org/entity/Q463639","Ana Mendieta","Cuban-American artist (1948–1985)"
"http://www.wikidata.org/entity/Q465163","Edward Poynter","British artist (1836–1919)"
"http://www.wikidata.org/entity/Q474392","Petrus Johannes Schotel","painter from the Northern Netherlands (1808-1865)"
"http://www.wikidata.org/entity/Q474552","Johann Scheffer von Leonhardshoff","Austrian painter (1795-1822)"
"http://www.wikidata.org/entity/Q495011","Andrea Sansovino","Italian sculptor (1467-1529)"
"http://www.wikidata.org/entity/Q506373","George Auriol","French musician, writer and artist (1863-1938)"
"http://www.wikidata.org/entity/Q524582","Louis Boulanger","French romantic painter (1806-1867)"
"http://www.wikidata.org/entity/Q535751","Louis Albert Guislain Bacler d'Albe","French artist (1761-1824)"
"http://www.wikidata.org/entity/Q539074","Herman Saftleven","painter from the Northern Netherlands (1609-1685)"
"http://www.wikidata.org/entity/Q541789","Jan de Bray","Dutch painter and draughtsman (1627–1697)"
"http://www.wikidata.org/entity/Q542541","Jean-Baptiste van Loo","French painter born in Provence (1684-1745)"
"http://www.wikidata.org/entity/Q543948","Frans Floris I","Flemish painter (1519–1570)"
"http://www.wikidata.org/entity/Q594061","Anton Schütz","German-American artist (1894-1977)"
"http://www.wikidata.org/entity/Q551491","W. Eugene Smith","American photojournalist (1918-1978)"
"http://www.wikidata.org/entity/Q553273","Willem van Aelst","painter from the Northern Netherlands (1627–1683)"
"http://www.wikidata.org/entity/Q555022","Maerten de Vos","Flemish draughtsman, painter (1532-1603)"
"http://www.wikidata.org/entity/Q560115","Frank Brangwyn","Anglo-Welsh artist and designer (1867-1956)"
"http://www.wikidata.org/entity/Q562013","Jean-Baptiste Le Prince","French painter (1734-1781)"
"http://www.wikidata.org/entity/Q563366","Virgil Solis","German printmaker (1514-1562)"
"http://www.wikidata.org/entity/Q567337","Jörg Breu the Elder","German painter (c. 1475–1537)"
"http://www.wikidata.org/entity/Q576572","Dirck Helmbreker","Dutch painter (1633-1696)"
"http://www.wikidata.org/entity/Q594517","Franciszek Smuglewicz","Polish artist (1745-1807)"
"http://www.wikidata.org/entity/Q596961","Louis De Clercq","French industrialist, photographer and politician (1837-1901)"
"http://www.wikidata.org/entity/Q601644","Filippo Napoletano","Italian painter (1589-1629)"
"http://www.wikidata.org/entity/Q602742","Antonio Lafreri","French painter, cartographer, engraver and publisher (1512-1577)"
"http://www.wikidata.org/entity/Q605447","Antonio Tempesta","painter from Florence (1555-1630)"
"http://www.wikidata.org/entity/Q632385","Master of the Saint Bartholomew Altarpiece","German artist (c.1450-c.1510)"
"http://www.wikidata.org/entity/Q507800","Jean-Baptiste Lemoyne","French painter (1704-1778)"
"http://www.wikidata.org/entity/Q638183","Rudolf von Alt","Austrian landscape and architectural painter (1812-1905)"
"http://www.wikidata.org/entity/Q644630","Ernst Wilhelm Nay","German artist (1902-1968)"
"http://www.wikidata.org/entity/Q669760","Friedrich Gauermann","Austrian artist (1807-1862)"
"http://www.wikidata.org/entity/Q374492","Franz Kline","American painter (1910-1962)"
"http://www.wikidata.org/entity/Q675272","Hans Leonhard Schäufelein","German artist (1480-1540)"
"http://www.wikidata.org/entity/Q676001","Eugène Devéria","French Romantic painter of history paintings (1805-1865)"
"http://www.wikidata.org/entity/Q683867","Joseph Werner the Younger","Swiss painter (1637-1710)"
"http://www.wikidata.org/entity/Q691973","Alberto Savinio","Italian painter, writer, and composer"
"http://www.wikidata.org/entity/Q495110","Andrea Solari","Italian painter (1460-1524)"
"http://www.wikidata.org/entity/Q602863","Antonio Lombardo","Italian Renaissance sculptor"
"http://www.wikidata.org/entity/Q558371","Jean Laurent","French photographer (1816-1886)"
"http://www.wikidata.org/entity/Q471387","Richard Wilson","Welsh landscape painter (1714-1782)"
"http://www.wikidata.org/entity/Q552619","Pierre-Jules Hetzel","French editor and publisher (1814–1886)"
"http://www.wikidata.org/entity/Q438248","Marisol","Venezuelan-American sculptor (1930-2016)"
"http://www.wikidata.org/entity/Q660767","Frank Duveneck","American artist (1848-1919)"
"http://www.wikidata.org/entity/Q321660","John Gay","English poet and playwright (1685–1732)"
"http://www.wikidata.org/entity/Q276372","Lee Bontecou","American sculptor and printmaker"
"http://www.wikidata.org/entity/Q178040","Ray Johnson","American artist (1927-1995)"
"http://www.wikidata.org/entity/Q283580","Andrea Riccio","Italian sculptor and architect (1470-1532)"
"http://www.wikidata.org/entity/Q358574","François de Malherbe","(1555–1628) French poet, critic, and translator"
"http://www.wikidata.org/entity/Q354786","Jean-Louis-Ernest Meissonier","French painter and sculptor (1815-1891)"
"http://www.wikidata.org/entity/Q325076","Horace Pippin","African American artist (1888-1946)"
"http://www.wikidata.org/entity/Q234279","Nan Goldin","American photographer"
"http://www.wikidata.org/entity/Q184669","Jean Ranc","French painter born in Montpellier (1674-1735)"
"http://www.wikidata.org/entity/Q286182","Jean Mone","sculptor"
"http://www.wikidata.org/entity/Q295144","Gustave Caillebotte","French painter"
"http://www.wikidata.org/entity/Q313113","Joseph Kosuth","American conceptual artist"
"http://www.wikidata.org/entity/Q324487","Johann Wilhelm Baur","German artist"
"http://www.wikidata.org/entity/Q190116","Benvenuto Cellini","Florentine sculptor and goldsmith"
"http://www.wikidata.org/entity/Q333369","Alessandro Allori","Italian painter"
"http://www.wikidata.org/entity/Q323486","Pierre Claude François Delorme","French painter (1783-1859)"
"http://www.wikidata.org/entity/Q366562","Bernardo Daddi","Italian painter"
"http://www.wikidata.org/entity/Q272566","Aubrey Beardsley","British illustrator and author (1872–1898)"
"http://www.wikidata.org/entity/Q336798","Alessandro Algardi","Italian sculptor (1598–1654)"
"http://www.wikidata.org/entity/Q314278","Thomas Chippendale","British cabinet-maker"
"http://www.wikidata.org/entity/Q369263","John Trumbull","American artist (1756–1843)"
"http://www.wikidata.org/entity/Q207960","Winsor McCay","American cartoonist and animator"
"http://www.wikidata.org/entity/Q214778","Johannes Molzahn","German painter (1892-1965)"
"http://www.wikidata.org/entity/Q318584","Thomas Rowlandson","English artist and caricaturist (1757–1827)"
"http://www.wikidata.org/entity/Q232391","Natalia Goncharova","Russian-French artist (1881-1962)"
"http://www.wikidata.org/entity/Q313194","Aelbert Cuyp","Dutch landscape painter (1620-1691)"
"http://www.wikidata.org/entity/Q264269","Anna Atkins","English botanist and photographer (1799-1871)"
"http://www.wikidata.org/entity/Q310715","Henri Fantin-Latour","French Painter and Printmaker (1836-1904)"
"http://www.wikidata.org/entity/Q286670","Giovanni Paolo Panini","Italian painter and architect (1691–1765)"
"http://www.wikidata.org/entity/Q167220","Cornelis Cort","Dutch artist (c. 1533–1578)"
"http://www.wikidata.org/entity/Q205148","Filippo Lippi","Italian Renaissance painter, ca. (c.1406-1469)"
"http://www.wikidata.org/entity/Q359421","Salvator Rosa","Italian painter, poet and printmaker (1615 –1673)"
"http://www.wikidata.org/entity/Q361032","Adolf Born","Czech painter (1930-2016)"
"http://www.wikidata.org/entity/Q242849","Helen Levitt","American photographer (1913-2009)"
"http://www.wikidata.org/entity/Q211763","William Holman Hunt","Pre-Raphaelite artist (1827-1910)"
"http://www.wikidata.org/entity/Q289220","Étienne-Louis Boullée","French architect (1728-1799)"
"http://www.wikidata.org/entity/Q346988","Edward Weston","American photographer (1886-1958)"
"http://www.wikidata.org/entity/Q316325","Andrew Wyeth","American Realist painter (1917-2009)"
"http://www.wikidata.org/entity/Q167132","George Bellows","American painter (1882-1925)"
"http://www.wikidata.org/entity/Q337475","Samuel Bourne","British photographer (1834-1912)"
"http://www.wikidata.org/entity/Q174330","Filippo Brunelleschi","Italian architect, sculptor and engineer messi"
"http://www.wikidata.org/entity/Q274901","Carolus-Duran","French portrait painter (1837-1917)"
"http://www.wikidata.org/entity/Q322577","Joel Meyerowitz","American photographer"
"http://www.wikidata.org/entity/Q190568","Eadweard Muybridge","English-American photographer"
"http://www.wikidata.org/entity/Q315348","Carl Andre","American artist"
"http://www.wikidata.org/entity/Q169311","Johann Friedrich Overbeck","German painter, a member of the Nazarene movement (1789-1869)"
"http://www.wikidata.org/entity/Q170248","Hrotsvitha","German secular canoness, dramatist, and poet"
"http://www.wikidata.org/entity/Q170339","Lucas Cranach the Younger","German Renaissance artist (1515-1586)"
"http://www.wikidata.org/entity/Q184565","Charles G. Dawes","vice president of the United States from 1925 to 1929"
"http://www.wikidata.org/entity/Q186816","Ferdinand Georg Waldmüller","Austrian painter (1793-1865)"
"http://www.wikidata.org/entity/Q273708","François de La Rochefoucauld","French author of maxims and memoirs"
"http://www.wikidata.org/entity/Q325925","Balthus","French painter"
"http://www.wikidata.org/entity/Q206173","Karel van Mander the Elder","Flemish painter, poet and art historian (1548–1606)"
"http://www.wikidata.org/entity/Q216229","John Gutmann","American photographer and painter (1905-1998)"
"http://www.wikidata.org/entity/Q216999","Antoine-Jean Gros","French painter (1771-1835)"
"http://www.wikidata.org/entity/Q219403","Constant Troyon","French painter (1810-1865)"
"http://www.wikidata.org/entity/Q205863","Jan Steen","painter from the Northern Netherlands (1626-1679)"
"http://www.wikidata.org/entity/Q247005","Salomon van Ruysdael","painter from the Northern Netherlands (c.1602-1670)"
"http://www.wikidata.org/entity/Q248070","Douglas Huebler","American conceptual artist (1924-1997)"
"http://www.wikidata.org/entity/Q254245","Colen Campbell","Scottish architect and architectural writer"
"http://www.wikidata.org/entity/Q256079","Antonio Rossellino","Italian artist (1427-1479)"
"http://www.wikidata.org/entity/Q263693","Charles Édouard Delort","French painter (1841-1895)"
"http://www.wikidata.org/entity/Q261846","Tsuguharu Foujita","French painter (1886-1968)"
"http://www.wikidata.org/entity/Q263569","Joseph Anton Koch","Austrian painter (1768-1839)"
"http://www.wikidata.org/entity/Q275601","Jamaica Kincaid","Antiguan-American novelist, essayist, gardener, and gardening writer"
"http://www.wikidata.org/entity/Q278068","Romeyn de Hooghe","Dutch Golden Age painter, engraver, and sculptor (1645-1708)"
"http://www.wikidata.org/entity/Q278623","Johann Heinrich Schönfeld","German painter in the Baroque style (1609-1684)"
"http://www.wikidata.org/entity/Q280662","William Guy Wall","American painter (1792-1864)"
"http://www.wikidata.org/entity/Q281812","Moïse Kisling","Polish-French artist (1891-1953)"
"http://www.wikidata.org/entity/Q288186","Wilhelm von Kügelgen","German artist (1802-1867)"
"http://www.wikidata.org/entity/Q306759","Abbott Handerson Thayer","American artist (1849-1921)"
"http://www.wikidata.org/entity/Q313027","Jean Anthelme Brillat-Savarin","French lawyer, politician and writer (1755-1826)"
"http://www.wikidata.org/entity/Q314889","Pieter de Hooch","Dutch Golden Age painter (1629-1684)"
"http://www.wikidata.org/entity/Q316269","Agostino Carracci","Bolognese painter of the Baroque (1557-1602)"
"http://www.wikidata.org/entity/Q316165","Jan Švankmajer","Czech animator, photographer and director"
"http://www.wikidata.org/entity/Q316824","Hubert Gerhard","Dutch sculptor (1550-1618)"
"http://www.wikidata.org/entity/Q322582","Paul Delaroche","French painter (1797-1856)"
"http://www.wikidata.org/entity/Q346502","Jacopo Bassano","Italian painter (1510-1591)"
"http://www.wikidata.org/entity/Q355563","Claude Deruet","French painter (1588-1660)"
"http://www.wikidata.org/entity/Q360010","Pierre Mignard I","French painter (1612-1695)"
"http://www.wikidata.org/entity/Q361163","Yevgeny Khaldei","Soviet photographer (1917-1997)"
"http://www.wikidata.org/entity/Q363296","Agnolo Gaddi","Italian early renaissance painter (c.1350-1396)"
"http://www.wikidata.org/entity/Q365129","Arthur Coleman Danto","American art critic and philosopher (1924-2013)"
"http://www.wikidata.org/entity/Q365691","Ólafur Elíasson","Danish-Icelandic artist"
"http://www.wikidata.org/entity/Q365874","Adolphe Willette","French artist (1857-1926)"
"http://www.wikidata.org/entity/Q367287","Paolo Farinati","Italian painter, engraver and architect (1524-1606)"
"http://www.wikidata.org/entity/Q367865","Adriaen van de Venne","painter from the Northern Netherlands (1589-1662)"
"http://www.wikidata.org/entity/Q345666","Roger Fenton","British photographer (1819-1869)"
"http://www.wikidata.org/entity/Q178106","William Carlos Williams","American poet"
"http://www.wikidata.org/entity/Q234449","Bridget Riley","British painter"
"http://www.wikidata.org/entity/Q315819","Joseph Vernet","French painter and engraver from Avignon (1714-1789)"
"http://www.wikidata.org/entity/Q285423","Sebastiano del Piombo","Italian painter (c.1485-1547)"
"http://www.wikidata.org/entity/Q281219","Giulio Clovio","Illuminator, miniaturist, and painter, (1498-1578)"
"http://www.wikidata.org/entity/Q362704","Pierre-Narcisse Guérin","French painter (1774–1833)"
"http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","Norwegian painter (1788-1857)"
"http://www.wikidata.org/entity/Q319843","Ford Madox Brown","British painter (1821–1893)"
"http://www.wikidata.org/entity/Q230673","Dorothea Lange","American photojournalist (1895-1965)"
"http://www.wikidata.org/entity/Q703356","Max Slevogt","German artist (1868-1932)"
"http://www.wikidata.org/entity/Q1035877","Carel Allard","Dutch cartographer and copperplate engraver"
"http://www.wikidata.org/entity/Q1089033","Remigio Cantagallina","Italian painter (1582-1656)"
"http://www.wikidata.org/entity/Q1096874","Claude Lawrence","African American jazz musician and artist"
"http://www.wikidata.org/entity/Q1125347","Gabriel Zehender","German or Swiss painter and printer"
"http://www.wikidata.org/entity/Q825963","Neil Jenney","American artist"
"http://www.wikidata.org/entity/Q693288","Lorenzo Bartolini","Italian sculptor (1777-1850)"
"http://www.wikidata.org/entity/Q712455","Jean Jouvenet","French painter (1644-1717)"
"http://www.wikidata.org/entity/Q1256140","Lambert Sachs","German painter (1818-1903)"
"http://www.wikidata.org/entity/Q1284002","Zanobi Strozzi","Italian painter (1412-1468)"
"http://www.wikidata.org/entity/Q1289500","Louis-Ernest Barrias","French sculptor (1841-1905)"
"http://www.wikidata.org/entity/Q1337128","Jacopo Ligozzi","Italian painter (1547-1627)"
"http://www.wikidata.org/entity/Q1339934","William James Glackens","painter from the United States (1870-1938)"
"http://www.wikidata.org/entity/Q1344948","Salomon Koninck","Dutch painter (1609-1656)"
"http://www.wikidata.org/entity/Q1350673","Pietro Tacca","Italian artist (1577-1640)"
"http://www.wikidata.org/entity/Q1358762","Jan Wellens de Cock","Flemish painter and draftsman of the Northern Renaissance"
"http://www.wikidata.org/entity/Q1040415","Carl Schindler","Austrian painter (1821-1842)"
"http://www.wikidata.org/entity/Q1394562","Manolo Millares","Spanish visual artist (1926-1972)"
"http://www.wikidata.org/entity/Q1423852","Giovanni Francesco Guerniero","Italian builder and architect"
"http://www.wikidata.org/entity/Q1356309","Ernest Flagg","American architect"
"http://www.wikidata.org/entity/Q966729","Giovanni Battista Paggi","Italian painter (1554-1627)"
"http://www.wikidata.org/entity/Q918778","Perino del Vaga","Italian painter (1501-1547)"
"http://www.wikidata.org/entity/Q836743","Richard Tuttle","American sculptor and draftsperson"
"http://www.wikidata.org/entity/Q1247808","Richard Day","art director (1896-1972)"
"http://www.wikidata.org/entity/Q1274026","Claude Mellan","French painter and engraver (1598–1688)"
"http://www.wikidata.org/entity/Q1384543","Theodore Robinson","American artist (1852-1896)"
"http://www.wikidata.org/entity/Q983350","Giovanni da Udine","Italian painter (1487-1564)"
"http://www.wikidata.org/entity/Q1080929","Christian Ludwig Stieglitz","German judge (1756–1836)"
"http://www.wikidata.org/entity/Q698436","Dan Graham","American artist"
"http://www.wikidata.org/entity/Q1101076","Johann Hürlimann","(1793-1850)"
"http://www.wikidata.org/entity/Q1343521","Enoch Seeman","Polish painter (1694-1744)"
"http://www.wikidata.org/entity/Q1373474","Matteo di Giovanni","Italian painter of the Renaissance (1435-1495)"
"http://www.wikidata.org/entity/Q1379714","Sano di Pietro","Italian painter (1405–1481) known for Christian works"
"http://www.wikidata.org/entity/Q741149","Polydore Vergil","Italian-English scholar"
"http://www.wikidata.org/entity/Q943172","Godefroy Engelmann","French-German lithographer (1788-1839)"
"http://www.wikidata.org/entity/Q922483","William Orpen","Irish artist (1878–1931)"
"http://www.wikidata.org/entity/Q711391","Lee Friedlander","American photographer"
"http://www.wikidata.org/entity/Q731852","Alphonse Lemerre","19th-century French editor and publisher"
"http://www.wikidata.org/entity/Q947105","Giovanni Ambrogio de Predis","Italian painter"
"http://www.wikidata.org/entity/Q965117","René Boylesve","French author"
"http://www.wikidata.org/entity/Q957538","Alphonse Legros","French painter, etcher and sculptor (1837-1911)"
"http://www.wikidata.org/entity/Q959212","Jules Dupré","French painter (1811-1889)"
"http://www.wikidata.org/entity/Q982037","Isaac de Benserade","French writer"
"http://www.wikidata.org/entity/Q981197","Hubert-François Gravelot","French artist"
"http://www.wikidata.org/entity/Q1362889","James Pradier","sculptor and painter (1790-1852)"
"http://www.wikidata.org/entity/Q982058","Charles Paul de Kock","French novelist"
"http://www.wikidata.org/entity/Q882861","James Lee Byars","American artist (1932-1997)"
"http://www.wikidata.org/entity/Q1034140","Justus van Egmont","Flemish painter (1601-1674)"
"http://www.wikidata.org/entity/Q727643","Paul Nash","British surrealist painter and war artist (1889-1946)"
"http://www.wikidata.org/entity/Q876701","Ludwig Thiersch","German artist (1825-1909)"
"http://www.wikidata.org/entity/Q1280777","Sebastian Furck","German engraver"
"http://www.wikidata.org/entity/Q1274234","Peter Campus","American artist and filmmaker"
"http://www.wikidata.org/entity/Q706335","Lynn Chadwick","English artist and sculptor"
"http://www.wikidata.org/entity/Q1348867","Giuseppe Vasi","Italian architect and engraver"
"http://www.wikidata.org/entity/Q1411009","Domenico del Barbiere","Italian painter"
"http://www.wikidata.org/entity/Q1106798","Pietro Santi Bartoli","Italian painter (1635-1700)"
"http://www.wikidata.org/entity/Q834926","Marcel Broodthaers","Belgian visual artist (1924-1976)"
"http://www.wikidata.org/entity/Q723892","William Klein","American-French photographer-filmmaker"
"http://www.wikidata.org/entity/Q1372840","William Rush","U.S. neoclassical sculptor from Philadelphia, Pennsylvania (1756-1833)"
"http://www.wikidata.org/entity/Q979945","Jan Miel","Flemish painter (1599-1663)"
"http://www.wikidata.org/entity/Q1392710","Robert Adams","American photographer (born 1937)"
"http://www.wikidata.org/entity/Q698667","Francesco Clemente","Italian painter (1952-)"
"http://www.wikidata.org/entity/Q763368","Sandro Chia","Italian painter and engraver"
"http://www.wikidata.org/entity/Q1379395","Philip Galle","Dutch engraver and publisher (1537–1612)"
"http://www.wikidata.org/entity/Q713284","Felix Timmermans","Flemish writer (1886-1947)"
"http://www.wikidata.org/entity/Q960581","Francesco Vanni","Italian painter (1563-1610)"
"http://www.wikidata.org/entity/Q1385474","Willem Hondius","Dutch engraver, cartographer and painter"
"http://www.wikidata.org/entity/Q1377687","Karel Teige","Czech photographer, literature reviewer, literary theorist, translator, typographer and science writer"
"http://www.wikidata.org/entity/Q1354660","William Henry Hunt","English watercolour painter (1790-1864)"
"http://www.wikidata.org/entity/Q781120","Augustin Feyen-Perrin","French painter (1826-1888)"
"http://www.wikidata.org/entity/Q943826","François-Louis Français","French painter (1814-1897)"
"http://www.wikidata.org/entity/Q1176289","David Reed","American painter, installation artist (*1946)"
"http://www.wikidata.org/entity/Q952597","Stanislaus von Kalckreuth","German painter (1820-1894)"
"http://www.wikidata.org/entity/Q698877","Mario Merz","Italian artist, painter and sculptor (1925-2003)"
"http://www.wikidata.org/entity/Q705640","Giovanni Jacopo Caraglio","Italian engraver (1500–1565)"
"http://www.wikidata.org/entity/Q707101","Augustin Hirschvogel","16th century German artist, mathematician, and cartographer (1503-1553)"
"http://www.wikidata.org/entity/Q711203","Emanuel de Witte","Dutch painter (1617-1692)"
"http://www.wikidata.org/entity/Q724646","Jacob Ochtervelt","Dutch Golden Age painter (1634-1682)"
"http://www.wikidata.org/entity/Q727940","Lucien Lévy-Dhurmer","French painter (1865-1953)"
"http://www.wikidata.org/entity/Q733125","Eugène Guillevic","French writer (1907-1997)"
"http://www.wikidata.org/entity/Q737117","Franz Joachim Beich","German artist (1665-1748)"
"http://www.wikidata.org/entity/Q744250","Gaspare Diziani","Italian painter (1689-1767)"
"http://www.wikidata.org/entity/Q766222","Auguste Brouet","French artist (1872-1941)"
"http://www.wikidata.org/entity/Q1038641","Karl Heidenreich","German painter (1901-1965)"
"http://www.wikidata.org/entity/Q705880","George Condo","American painter"
"http://www.wikidata.org/entity/Q860728","Lelio Orsi","Italian painter (1508-1587)"
"http://www.wikidata.org/entity/Q743154","Frederick William MacMonnies","United States expatriate sculptor (1863-1937)"
"http://www.wikidata.org/entity/Q874658","Jacques Bellange","Engraver from Lorraine (1575-1616)"
"http://www.wikidata.org/entity/Q818396","Benvenuto di Giovanni","Italian painter (1436-1518)"
"http://www.wikidata.org/entity/Q908373","József Domján","Hungarian printmaker, born 1907"
"http://www.wikidata.org/entity/Q918355","Stanislas de Boufflers","French statesman and writer (1738-1815)"
"http://www.wikidata.org/entity/Q919093","Francesco Zuccarelli","Italian painter (1702-1788)"
"http://www.wikidata.org/entity/Q926302","Leendert van der Cooghen","Dutch painter, draughtsman and printmaker (1632-1681)"
"http://www.wikidata.org/entity/Q926814","Hendrik Hondius I","engraver, cartographer and publisher from the Netherlands"
"http://www.wikidata.org/entity/Q933005","Augustin Coppens","Flemish painter, engraver, draughtsman and tapestry designer (1668-1740)"
"http://www.wikidata.org/entity/Q938442","Giovanni Girolamo Savoldo","Italian painter (1480-1548)"
"http://www.wikidata.org/entity/Q959521","Jan August Hendrik Leys","painter, printmaker (1815-1869)"
"http://www.wikidata.org/entity/Q959748","Frans Hogenberg","German painter and engraver (1535–1590)"
"http://www.wikidata.org/entity/Q970016","Gabor Peterdi","American-Hungarian artist (1915-2001)"
"http://www.wikidata.org/entity/Q983804","Francesco Giuseppe Casanova","Venetian painter (1727-1803)"
"http://www.wikidata.org/entity/Q2512063","Veit Königer","(1729-1792)"
"http://www.wikidata.org/entity/Q2442652","Tony Johannot","French painter (1803-1852)"
"http://www.wikidata.org/entity/Q2360939","Richard Earlom","British artist"
"http://www.wikidata.org/entity/Q1735245","Václav Chochola","Czech photographer"
"http://www.wikidata.org/entity/Q2674488","James Seymour","British artist (1702-1752)"
"http://www.wikidata.org/entity/Q1505976","Georg Schweigger","German sculptor; (1613-1690)"
"http://www.wikidata.org/entity/Q1429692","Florian Grospietsch","German painter and printmaker, 1789-1831"
"http://www.wikidata.org/entity/Q1440424","Girolamo dai Libri","Italian painter (1474-1555)"
"http://www.wikidata.org/entity/Q1440962","Francesco Cangiullo","Italian writer, poet and painter (1884-1977)"
